name,registry_id,hq,extra
"Frontier Rural Bank, Inc.",185,"M. Rizon Bldg. Punta Rizal St., Lapu-Lapu City, 6015 Cebu",
Gateway Rural Bank Incorporated,186,"Borol 1st, McArthur Highway, Balagtas, 3016 Bulacan",
"GM Bank of Luzon, Inc. (A Rural Bank)",187,"GM Bank Corporate Office Building, Maharlika Highway, Brgy. Dimasalang, Cabanatuan City, 3100 Nueva Ecija",www.gmbank.com.ph
"Golden Rural Bank of the Philippines, Inc.",188,"Guinto Land Building, National Highway, Barangay Cabaruan, Cauayan City, 3305 Isabela",
"Guagua Rural Bank, Inc.",189,"Plaza Burgos, Guagua, 2003 Pampanga",
"Guagua Savers Bank (A Rural Bank), Inc.",190,"503 Clemente Puno St., Sto. Cristo, Guagua, 2003 Pampanga",
"Highland Rural Bank, Inc.",191,"A-02 D&L Bldg., Poblacion, La trinidad, 2601 Benguet",
Ilocos Consolidated Cooperative Bank,192,"ISCB Bldg., National Highway, Bagani Campo, Candon, 2710 Ilocos Sur",
"Imus Rural Bank, Inc.",193,"Cor. Col. M. Sapinoson St. & Capt. I Bella St., Poblacion 1C, City of Imus, 4103 Cavite",
Innovative Bank Inc. (A Rural Bank),194,"F. Martinez St., Barangay Takungan, Pililla, 1910 Rizal",
"Janiuay Rural Bank, Inc.",195,"Crispin Salazar St., Janiuay, Iloilo 5034",
Katipunan Banking Corporation (A Rural Bank),196,"Quezon Avenue, cor. Aguilar St., Miputak, Dipolog City, 7100 Zamboanga del Norte",www.katipunanbank.com
"Key Rural Bank, Inc.",197,"Poblacion, San Antonio, 3108 Nueva Ecija",
"Lagawe Highlands Rural Bank, Inc.",198,"59 JP Rizal Avenue, Poblacion East, Lagawe, 3600 Ifugao",
"Laguna Prestige Banking Corporation, (A Rural Bank)",199,"233 J.P. Rizal St. Corner Limcaoco St. Brgy Poblacion Uno, Cabuyao City, Laguna 4025",
"Liberty Bank (A Rural Bank), Inc.",200,"McArthur Highway corner Contreras St., Calvario, Meycauayan, 3020 Bulacan",
LifeBank- A Rural Bank,201,"Bypass Road, Barangay Duyan-Duyan, Sta. Barbara, 5002 Iloilo",
"Limcoma Rural Bank, Inc.",202,"Makalintal Avenue, Poblacion 2, San Jose, Batangas 4227",
"Lipa Bank, Inc. (A Rural Bank)",203,"65 T.M. Kalaw St., Lipa City, Batangas 4217",
"LUDB Bank, Inc. (A Rural Bank)",204,"Quezon Avenue, Brgy. II, San Fernando City, 2500 La Union",
"Mactan Rural Bank (Lapu-Lapu City), Inc.",205,"MYFC Bldg., M. Patalinghug Ave., Pajo, Lapu-Lapu City",
"Maharlika Rural Bank, Inc.",206,"National Road, Poblacion North, Sta. Cruz, 2213 Zambales",
"Malarayat Rural Bank, Inc.",207,"G.A. Solis St., Brgy. 11, Lipa City, 4217 Batangas",www.malarayatbank.com
"Mallig Plains Rural Bank (Isabela), Inc.",208,"National Highway, Centro 2, 3323 Mallig, Isabela",
Manor Bank - A Rural Bank Corp.,209,"General Luna St. Corner Zamora St., Barangay Liwanag, 5505 Odiongan, Romblon",
"Marayo Bank, Inc. (A Rural Bank)",210,"Cortez St., Brgy. I, Pontevedra, 6105 Negros Occidental",
Maritime Bank Corporation (A Rural Bank),212,"Gen. E. Aguinaldo Highway, Bacoor, 4102 Cavite",
"Masagana Rural Bank, (Gen. Natividad, N.E.), Inc.",213,"Purok Caballero Poblacion, General Mamerto Natividad, 3125 Nueva Ecija",
"Mega Rural Bank (Lucena City), Inc.",214,"175 C.M. Recto St., Brgy. IX, Lucena City",
Mindanao Consolidated Cooperative Bank,215,"MCCB Bldg., Provincial Capitol Compound, 9000 Cagayan de Oro City",
"Misamis Bank, Inc. A Rural Bank",216,"National Highway, Sebac, Tudela 7202 Misamis Occidental",
"Money Mall Rural Bank, Inc.",217,"Poblacion, Mabini, 8807 Davao de Oro",
"Mount Carmel Rural Bank, Inc.",218,"J. M. Kalaw St., Lipa City, Batangas",
MVSM Bank (A Rural Bank Since 1953) Inc.,219,"389 J. P. Rizal St., Sto. Niño, 1800 Marikina City",
National Teachers & Employees Cooperative Bank,220,"Cor. M. J. Cuenco and Juan Luna Avenues, Mabolo, Cebu City 6000",
Negros Cooperative Bank,221,"D' Northgate Bldg., B.S. Aquino Drive, Capitol Shopping Center, 6100 Bacolod City",
"Netbank (A Rural Bank), Inc.",222,"Bagong Lipunan, Bry. 1, 5500 Romblon, Romblon",
Network Consolidated Cooperative Bank,223,"#47 20th Ave. corner 19th Ave.,Barangay San Roque, 1109 Quezon City",www.nccbphilippines.coop
"New Rural Bank of Agoncillo, Inc.",224,"Alcantara St., Poblacion, Agoncillo, Batangas",
"New Rural Bank of San Leonardo (Nueva Ecija), Inc.",225,"New Rural Bank of San leonardo, Inc. Building, Barangay Diversion, Maharlika Highway, San leonardo, Nueva Ecija",https://www.nrbsl.com/
North Pacific Banking Corporation (A Rural Bank),226,"La Patria Building, National Highway, Cabaruan, Cauayan City, 3305 Isabela",
NORTH STAR BANK (A RURAL BANK) INC.,275,"McArthur Highway corner Florendo St., Central East, Bauang, La Union",
Occidental Mindoro Cooperative Bank (OMCB),227,"615 Lapu-Lapu St., San Jose, Occidental Mindoro",
One Cooperative Bank,228,"IDC Centre, Zapote Street Corner Kalayaan Ave., Brgy. Sta. Cruz, 1205 Makati City",
One Unified Rural Bank of Cavite Incorporated,229,"Purok 3, General Trias Drive, Brgy. Tejero, City of General Trias, Cavite",
"Ormon Bank (Rural Bank of Mulanay (Quezon), Inc.)",230,"Barangay Sto. Domingo, Bay, Laguna 4033",
"Own Bank, The Rural Bank of Cavite City, Inc.",231,"505 P. Burgos Ave. cor. P. Julio st., Caridad, 4100 Cavite City",
"Pangasinan Bank (A Rural Bank), Inc.",232,"Rizal Avenue, Poblacion, Mangaldan, 2432 Pangasinan",
"Panguil Bay Rural Bank Of Ozamiz, Inc.",233,"Casa Ezperanza, Don Anselmo Bernad Avenue, Ozamis City, 7200 Misamis Occidental",
"Partner Rural Bank (Cotabato), Inc.",234,"J.P. Laurel St., Poblacion 2, Pigcawayan, 9412 North Cotabato",
"People's Rural Bank (Gen. Santos City), Inc.",236,"Plaza Nova Bldg., I.Santiago Blvd., Gen. Santos City, South Cotabato",
"People’s Hawak Kamay Bank, Inc.",235,"Rancho San Roque Building,National Highway, Brgy. Poblacion, Jose Dalman, Zamboanga del Norte",
"Philippine SME Bank, Inc., A Rural Bank",237,"OCS Bldg., M.L. Quezon St., Cabancalan, 6014 Mandaue City, Cebu",
"Pioneer Bank (A Rural Bank), Inc.",238,"Jimili-an, Loboc, Bohol",
"Planbank ""Rural Bank of Canlubang Planters, Inc.""",239,"Planbank Bldg., along National Highway corner Chipeco Avenue, Barangay Halang, Calamba City, 4027 Laguna",www.planbank.org
ProFarmers Rural Banking Corporation,240,"C & D Building, Nunez Street, Barangay Bantug Bulalo, Cabanatuan City 3100",
"Progressive Rural Bank, Inc.",241,"Luta Del Norte, Malvar, 4233 Batangas",
"Provident Rural Bank of Sta. Cruz (Laguna), Inc.",242,"Quezon Avenue, Calios, Sta. Cruz, 4004 Laguna",
"Quezon Capital Rural Bank, Inc.",243,"Perez cor C.M. Recto, Lucena City",
"Quezon Coconut Bank, Inc. (A Rural Bank)",244,"Cor. Gov. Guinto & Enriquez Sts., Brgy. IX, Lucena City 4301, Quezon",
"Rang-Ay Bank (A Rural Bank), Inc.",245,"G/F Nisce-Querol Bldg., 67 Gov. Luna St., City of San Fernando, La Union 2500",www.rangaybank.com
"RBT Bank, Inc., A Rural Bank",246,"Rizal St., Poblacion, Talisayan, 9012 Misamis Oriental",
RNG Bank,247,"Talamban Mart, Cabancalan Road, Talamban, Cebu City",
"Rural Bank of Alabel (Sarangani), Inc.",248,"Aldevinco St., Alabel, Sarangani 9501",
"Rural Bank of Alaminos (Pangasinan), Inc.",249,"Quezon Avenue, Poblacion, City of Alaminos, Pangasinan 2404",
"Rural Bank of Alicia (Isabela), Inc.",250,"Quezon St., Magsaysay, Alicia, Isabela",
"Rural Bank of Alitagtag, Inc.",251,"Poblacion, Alitagtag, Batangas",
"Rural Bank of Altavas (Aklan), Inc.",252,"Gen. Luna St., Barangay Poblacion, Altavas, Aklan",
"Rural Bank of Amlan (Negros Oriental), Inc.",253,"North National Highway Corner Mabini St., Poblacion, Amlan, Negros Oriental",
"Rural Bank of Anda (Pangasinan), Inc.",254,"5 Rizal Street, Poblacion, Anda, Pangasinan",
"Rural Bank of Angat (Bulacan), Inc.",255,"M.A. Fernando St., San Roque, Angat, Bulacan",
"Rural Bank of Angeles, Inc.",256,"1229 Sto. Entierro St., Angeles City, Pampanga",
"Rural Bank of Angono, Inc.",257,"139 M. L. Quezon Avenue, Brgy. San Isidro, Angono, Rizal 1930",
"Rural Bank of Antipolo, Inc.",258,"53 J. Sumulong St., Brgy. San Roque, Antipolo City 1870 Rizal",
"Rural Bank of Apalit, Inc.",259,"RBA Bldg., Along Mac Arthur Highway, Brgy. San Vicente, Apalit, Pampanga 2016",
"Rural Bank of Bacnotan, Inc.",261,"National Highway, Barangay Nagsimbaanan, Bacnotan, La Union",
"Rural Bank of Baco (Oriental Mindoro), Inc.",262,"Poblacion Baco, Oriental Mindoro",
"Rural Bank of Bacolod City, Inc.",263,"74-76 Narra Ave.,CSC, Barangay Villamonte, Bacolod City, Negros Occidental",
"Rural Bank of Bacong (Negros Oriental), Inc.",264,"Corner Hibbard Avenue and Amigo Subdivision, Dumaguete City 6200, Negros Oriental",
"Rural Bank of Bagabag (N.V.), Inc.",265,"65A National Highway, Barangay San Pedro, Bagabag, Nueva Vizcaya 3711",
"Rural Bank of Bagac, Bataan, Inc.",266,"13 Jose P. Rizal Street, Barangay Pag-asa, Bagac, Bataan",
"Rural Bank of Baguio, Inc.",267,"Ground Floor JESNOR Condominium Building, 4 Carino St. Corner Otek St., Baguio City",
"Rural Bank of Balungao (Pangasinan), Inc.",268,"Poblacion, Balungao, Pangasinan",
"Rural Bank of Bambang (Nueva Vizcaya), Inc.",269,"Maharlika Highway corner Rizal boulevard, Banggot, Bambang, 3702 Nueva Vizcaya",
"Rural Bank of Banga (Aklan), Inc.",270,"0044 Rosal St., Poblacion, Banga, Aklan",
"Rural Bank of Bansud (Oriental Mindoro), Inc.",271,"Unno Semilla St., Poblacion, Bansud, Oriental Mindoro",
"Rural Bank of Barili (Cebu), Inc.",272,"Corner H. Alquizola and C. Alquizola Streets, 6036 Poblacion, Barili, Cebu",
"Rural Bank of Bato (Leyte), Inc.",274,"482 Juan Luna St., Barangay Kalanggaman District, Bato, Leyte",
"Rural Bank of Bay, Inc.",276,"Rizal Avenue, San Nicolas, Bay, Laguna",
"Rural Bank of Bayambang (Pangasinan), Inc.",277,"Rizal Avenue, Poblacion, Bayambang, Pangasinan",
"Rural Bank of Bayombong, Inc.",278,"National Road, 3700 Bayombong, Nueva Vizcaya",
"Rural Bank of Bogo (Cebu), Inc.",279,"P. Rodriguez St., Cogon, Bogo, Cebu",
"Rural Bank of Bolinao (Pangasinan), Inc.",280,"RB of Bolinao Bldg., Santiago St., Poblacion, 2406 Bolinao, Pangasinan",
"Rural Bank of Bonifacio (Misamis Occidental), Inc.",281,"Abeto L. Deles Building, Building No. 0039, 1-Unit Ground Floor, National Highway, Demetrio A. Fernan, Bonifacio, Misamis Occidental",
"Rural Bank of Bontoc (Mountain Province), Inc.",282,"First Floor EDNP Bldg., Poblacion, Bontoc, Mountain Province 2616",
"Rural Bank of Brooke'S Point (Palawan), Inc.",283,"Rodriguez St., Poblacion District II, Brookes Point, Palawan",
"Rural Bank of Bucay (Abra), Inc.",284,"South Poblacion, Bucay, Abra 2805",
"Rural Bank of Cabangan (Zambales), Inc.",285,"Rural Bank of Cabangan (Zambales), Inc. Building, National Highway, Barangay San Antonio, Cabangan, Zambales",
"Rural Bank of Cabatuan (Iloilo), Inc.",286,"Corner Magallon-Rizal Ilawod Sts., Cabatuan, Iloilo 5031",
"Rural Bank of Cabugao (Ilocos Sur), Inc.",287,"Rizal Poblacion, Cabugao, 2732 Ilocos Sur",
"Rural Bank of Cadiz, Inc.",288,"Stall No. 2 & 3, Commercial Complex Bldg., Cabahug St., Brgy. Zone 4, Cadiz City Negros Occidental 6121",
"Rural Bank of Calauan, Inc.",289,"Rizal Ave., Calauan, Laguna",
"Rural Bank of Calbayog City, Inc.",290,"82 T. Bugallon St., Calbayog City, Western Samar 6710",
"Rural Bank of Calinog (Iloilo), Inc.",291,"Aguinaldo St., Poblacion Ilaya, Calinog, Iloilo",
"Rural Bank of Candelaria, Inc.",292,"Cabuñag St. Corner Bustamante St., Brgy. Poblacion, Candelaria, 4323 Quezon",
"Rural Bank of Cardona (Rizal), Inc.",294,"Cor. E. Rodriguez Ave. and Ortigas Ave. Ext., Brgy. San Isidro, Taytay, Rizal",
"Rural Bank of Cauayan, Incorporated",295,"Don Jose Canciller Avenue, District 1, Cauayan City, 3305 Isabela",
"Rural Bank of Cavinti (Laguna), Inc.",296,"Junction Street, Cavinti, Laguna",
"Rural Bank of Central Pangasinan (Bayambang), Inc.",297,"Bayambang, Pangasinan 2418",
"Rural Bank of Compostela (COMVAL), Inc.",298,"J.P. Laurel St., Poblacion, Compostela, 8803 Compostela Valley",
"Rural Bank of Cuartero (Capiz), Inc.",299,"Cuartero, Capiz",
"Rural Bank of Cuenca, Inc.",300,"Marasigan St., Barangay 2, Cuenca, Batangas",
"Rural Bank of Digos, Inc.",301,"2964 Rizal Avenue, Barangay Zone III, Digos City, 8002 Davao Del Sur",
"Rural Bank of Dolores (Quezon), Inc.",302,"05 Cauyan St., Brgy. Silangan, Dolores, Quezon 4326",
"Rural Bank of Donsol (Sorsogon), Inc.",304,"Clemente St., Marketsite, Donsol, 4715 Sorsogon",
"Rural Bank of Doña Remedios Trinidad (Bulacan), Inc.",303,"9001 Luciano St., Pulong Sampaloc, Doña Remedios Trinidad, Bulacan 3009",
"Rural Bank of Dulag (Leyte), Inc.",305,"Kempis St., Brgy. Market Site, Dulag, 6505 Leyte",
"Rural Bank of Dumangas, Inc.",306,"Cor. Burgos-JM Basa Sts., Dumangas, Iloilo",
"Rural Bank of Dupax (Nueva Vizcaya), Inc.",307,"Malasin, Dupax Del Norte, 3706 Nueva Vizcaya",
"Rural Bank of El Salvador (Misamis Oriental), Inc.",308,"Zone 1, Poblacion, El Salvador, Misamis Oriental 9017",
"Rural Bank of Escalante (Negros Occ.), Inc.",309,"South Avenue, Barangay Balintawak, Escalante City, Negros Occidental",
"Rural Bank of Gandara (Samar), Inc.",310,"San Miguel St., Gandara, Western Samar",
"Rural Bank of Gattaran (Cagayan), Inc.",311,"Centro Norte, Gattaran, 3508 Cagayan",
"Rural Bank of General Luna (Quezon), Inc.",312,"Esther St., Brgy. 07 Poblacion General Luna, Quezon",
"Rural Bank of Gingoog, Inc.",313,"C.V. Lugod Building, Lugod – Guno Sts., Barangay 16, Gingoog City, 9014 Misamis Oriental",
"Rural Bank of Gitagum (Misamis Oriental), Inc.",314,"Poblacion, Gitagum, Misamis Oriental",
"Rural Bank of Gloria (Or. Min.), Inc.",315,"Poblacion Gloria, 5209 Oriental Mindoro",
"Rural Bank of Guinobatan, Inc.",316,"JMH Building, Mabini St., Barangay Poblacion, Guinobatan, Albay",
"Rural Bank of Guiuan (Eastern Samar), Inc.",317,"Sta. Cruz St., Guiuan, 6809 Eastern Samar",
"Rural Bank of Hermosa (Bataan), Inc.",318,"Burgos St., Poblacion, Hermosa, Bataan 2111",
"Rural Bank of Hilongos,Inc.",319,"R.V. Villaflores St., Hilongos 6524 Leyte",
"Rural Bank of Hindang (Leyte), Inc.",320,"1082 J.P. Rizal Street, Poblacion 1, Hindang, 6523 Leyte",
"Rural Bank of Hinundayan (Southern Leyte), Inc.",321,"Rizal St., District III, Hinundayan, Southern Leyte",
